,tweet_id,date,time,lang,country_code
295,1344871748781694977,2021-01-01,05:03:06,en,
296,1344871749318553602,2021-01-01,05:03:06,en,
298,1344871754812911616,2021-01-01,05:03:07,en,
299,1344871757023387649,2021-01-01,05:03:08,en,
301,1344871758160134145,2021-01-01,05:03:08,en,
302,1344871759183552515,2021-01-01,05:03:08,en,
303,1344871759779135490,2021-01-01,05:03:08,en,
305,1344871765592436738,2021-01-01,05:03:10,en,
307,1344871765932089344,2021-01-01,05:03:10,en,
308,1344871766536163333,2021-01-01,05:03:10,en,
310,1344871767370821635,2021-01-01,05:03:10,en,KE
312,1344871772714225665,2021-01-01,05:03:11,en,
314,1344871777109995520,2021-01-01,05:03:12,en,
315,1344871777382576132,2021-01-01,05:03:12,en,
318,1344871780524158978,2021-01-01,05:03:13,en,
319,1344871787511726082,2021-01-01,05:03:15,en,
320,1344871787725688832,2021-01-01,05:03:15,en,
321,1344871787776143363,2021-01-01,05:03:15,en,
322,1344871787780304896,2021-01-01,05:03:15,en,
323,1344871789458055169,2021-01-01,05:03:15,en,
324,1344871789764087809,2021-01-01,05:03:15,en,
325,1344871790812790784,2021-01-01,05:03:16,en,
327,1344871794013073410,2021-01-01,05:03:16,en,MD
328,1344871794512191488,2021-01-01,05:03:16,en,
329,1344871795418128390,2021-01-01,05:03:17,en,
330,1344871796693225475,2021-01-01,05:03:17,en,
331,1344871798425284608,2021-01-01,05:03:17,en,
332,1344871798899265537,2021-01-01,05:03:18,en,
333,1344871800031862785,2021-01-01,05:03:18,en,
336,1344871803378921475,2021-01-01,05:03:19,en,
337,1344871803475415045,2021-01-01,05:03:19,en,
338,1344871804410716161,2021-01-01,05:03:19,en,
339,1344871807518699520,2021-01-01,05:03:20,en,
340,1344871810815426561,2021-01-01,05:03:20,en,US
341,1344871811293589512,2021-01-01,05:03:20,en,
344,1344871813294280704,2021-01-01,05:03:21,en,
345,1344871814086991873,2021-01-01,05:03:21,en,
346,1344871814372208640,2021-01-01,05:03:21,en,
347,1344871814720323584,2021-01-01,05:03:21,en,
348,1344871815244615683,2021-01-01,05:03:21,en,
349,1344871815492022273,2021-01-01,05:03:21,en,
350,1344871815798116356,2021-01-01,05:03:22,en,
352,1344871815957475328,2021-01-01,05:03:22,en,
353,1344871818650390528,2021-01-01,05:03:22,en,
355,1344871818943991808,2021-01-01,05:03:22,en,
356,1344871821959516160,2021-01-01,05:03:23,en,
357,1344871822509166594,2021-01-01,05:03:23,en,
358,1344871825373847553,2021-01-01,05:03:24,en,
361,1344871828213309440,2021-01-01,05:03:25,en,
362,1344871830335619072,2021-01-01,05:03:25,en,
363,1344871830398652421,2021-01-01,05:03:25,en,
365,1344871832915066880,2021-01-01,05:03:26,en,
366,1344871834160934915,2021-01-01,05:03:26,en,
367,1344871834857189377,2021-01-01,05:03:26,en,
368,1344871835993743361,2021-01-01,05:03:26,en,
370,1344871838761975808,2021-01-01,05:03:27,en,
371,1344871838812311552,2021-01-01,05:03:27,en,
372,1344871839890341891,2021-01-01,05:03:27,en,
373,1344871840162979840,2021-01-01,05:03:27,en,
374,1344871840855044098,2021-01-01,05:03:28,en,
375,1344871840905367553,2021-01-01,05:03:28,en,
377,1344871842285318144,2021-01-01,05:03:28,en,
379,1344871843837210624,2021-01-01,05:03:28,en,
380,1344871844214669312,2021-01-01,05:03:28,en,
381,1344871848501252097,2021-01-01,05:03:29,en,
382,1344871848660533248,2021-01-01,05:03:29,en,
384,1344871851827339264,2021-01-01,05:03:30,en,
386,1344871856843743234,2021-01-01,05:03:31,en,
387,1344871857179115526,2021-01-01,05:03:31,en,
389,1344871860408872966,2021-01-01,05:03:32,en,
390,1344871861683847169,2021-01-01,05:03:32,en,
391,1344871862233391104,2021-01-01,05:03:33,en,
392,1344871862812041217,2021-01-01,05:03:33,en,
394,1344871864246665217,2021-01-01,05:03:33,en,
395,1344871865588842498,2021-01-01,05:03:33,en,
398,1344871873289412611,2021-01-01,05:03:35,en,
399,1344871876405862401,2021-01-01,05:03:36,en,
400,1344871877819379712,2021-01-01,05:03:36,en,US
401,1344871880776421379,2021-01-01,05:03:37,en,
402,1344871881896296449,2021-01-01,05:03:37,en,
403,1344871882290589696,2021-01-01,05:03:37,en,
404,1344871882689028096,2021-01-01,05:03:38,en,
405,1344871883800363011,2021-01-01,05:03:38,en,
406,1344871883808911362,2021-01-01,05:03:38,en,
407,1344871884786167814,2021-01-01,05:03:38,en,
408,1344871886178701315,2021-01-01,05:03:38,en,
409,1344871887617355776,2021-01-01,05:03:39,en,
410,1344871890234585090,2021-01-01,05:03:39,en,
411,1344871891228622850,2021-01-01,05:03:40,en,
412,1344871893061365761,2021-01-01,05:03:40,en,
413,1344871894911107073,2021-01-01,05:03:40,en,
414,1344871897293578241,2021-01-01,05:03:41,en,
415,1344871898354741248,2021-01-01,05:03:41,en,
420,1344871909037522948,2021-01-01,05:03:44,en,
421,1344871909452902401,2021-01-01,05:03:44,en,
422,1344871909696147457,2021-01-01,05:03:44,en,
423,1344871911969460224,2021-01-01,05:03:44,en,
425,1344871914779471873,2021-01-01,05:03:45,en,
426,1344871916222484481,2021-01-01,05:03:45,en,
427,1344871916910247938,2021-01-01,05:03:46,en,
429,1344871918051098625,2021-01-01,05:03:46,en,
430,1344871919267545090,2021-01-01,05:03:46,en,
431,1344871920689418240,2021-01-01,05:03:47,en,
432,1344871920702021634,2021-01-01,05:03:47,en,
433,1344871923755462657,2021-01-01,05:03:47,en,
436,1344871930902573062,2021-01-01,05:03:49,en,
438,1344871933439954944,2021-01-01,05:03:50,en,
439,1344871933481865216,2021-01-01,05:03:50,en,
440,1344871934337683456,2021-01-01,05:03:50,en,
441,1344871937194012674,2021-01-01,05:03:50,en,
442,1344871940075479047,2021-01-01,05:03:51,en,
444,1344871941065334784,2021-01-01,05:03:51,en,
445,1344871941279256576,2021-01-01,05:03:51,en,
447,1344871942864719873,2021-01-01,05:03:52,en,
448,1344871944139599874,2021-01-01,05:03:52,en,
450,1344871946068975622,2021-01-01,05:03:53,en,
451,1344871946740244481,2021-01-01,05:03:53,en,
452,1344871947256127488,2021-01-01,05:03:53,en,
453,1344871947511840768,2021-01-01,05:03:53,en,
455,1344871951924248576,2021-01-01,05:03:54,en,
456,1344871952352223233,2021-01-01,05:03:54,en,
457,1344871956609425409,2021-01-01,05:03:55,en,
458,1344871957670621185,2021-01-01,05:03:55,en,
459,1344871957674610688,2021-01-01,05:03:55,en,
461,1344871963249008640,2021-01-01,05:03:57,en,
462,1344871963550953474,2021-01-01,05:03:57,en,
463,1344871963894931461,2021-01-01,05:03:57,en,US
466,1344871969058136068,2021-01-01,05:03:58,en,
468,1344871971989970944,2021-01-01,05:03:59,en,
469,1344871972078051329,2021-01-01,05:03:59,en,
470,1344871972614889474,2021-01-01,05:03:59,en,
471,1344871973696974848,2021-01-01,05:03:59,en,
473,1344871976934854658,2021-01-01,05:04:00,en,
474,1344871977476116480,2021-01-01,05:04:00,en,
475,1344871978084265990,2021-01-01,05:04:00,en,
477,1344871980697317381,2021-01-01,05:04:01,en,
479,1344871981695565825,2021-01-01,05:04:01,en,
480,1344871982060490752,2021-01-01,05:04:01,en,
481,1344871983029346304,2021-01-01,05:04:01,en,
483,1344871985969434625,2021-01-01,05:04:02,en,
485,1344871986888110081,2021-01-01,05:04:02,en,
486,1344871988427329537,2021-01-01,05:04:03,en,
488,1344871990184783873,2021-01-01,05:04:03,en,
489,1344871991132762112,2021-01-01,05:04:03,en,
490,1344871992495783938,2021-01-01,05:04:04,en,US
492,1344871996803440640,2021-01-01,05:04:05,en,
493,1344871998611140609,2021-01-01,05:04:05,en,
494,1344871999517167621,2021-01-01,05:04:05,en,
495,1344872001043890178,2021-01-01,05:04:06,en,
498,1344872002222321666,2021-01-01,05:04:06,en,
499,1344872004021874689,2021-01-01,05:04:06,en,
501,1344872007524098048,2021-01-01,05:04:07,en,
503,1344872008421666817,2021-01-01,05:04:07,en,
504,1344872010338459650,2021-01-01,05:04:08,en,US
505,1344872010602565632,2021-01-01,05:04:08,en,
506,1344872011391262720,2021-01-01,05:04:08,en,
507,1344872012259344384,2021-01-01,05:04:08,en,
509,1344872014637625345,2021-01-01,05:04:09,en,
510,1344872014985752576,2021-01-01,05:04:09,en,
512,1344872016034361344,2021-01-01,05:04:09,en,
514,1344872016936112129,2021-01-01,05:04:10,en,
516,1344872017032400896,2021-01-01,05:04:10,en,
517,1344872018131341312,2021-01-01,05:04:10,en,
519,1344872023156166657,2021-01-01,05:04:11,en,IN
520,1344872024632561671,2021-01-01,05:04:11,en,
521,1344872026427723778,2021-01-01,05:04:12,en,
523,1344872032832372736,2021-01-01,05:04:13,en,
524,1344872039073648645,2021-01-01,05:04:15,en,
526,1344872042395529217,2021-01-01,05:04:16,en,
527,1344872042743685122,2021-01-01,05:04:16,en,
528,1344872044933095424,2021-01-01,05:04:16,en,
529,1344872045277040640,2021-01-01,05:04:16,en,
530,1344872045994270727,2021-01-01,05:04:16,en,
532,1344872049123024896,2021-01-01,05:04:17,en,
534,1344872050113081345,2021-01-01,05:04:17,en,
535,1344872055758594050,2021-01-01,05:04:19,en,
536,1344872056756834304,2021-01-01,05:04:19,en,
537,1344872058862374914,2021-01-01,05:04:20,en,
538,1344872059558625281,2021-01-01,05:04:20,en,
539,1344872061534134274,2021-01-01,05:04:20,en,
541,1344872063375441920,2021-01-01,05:04:21,en,
542,1344872063639691264,2021-01-01,05:04:21,en,US
543,1344872066034634752,2021-01-01,05:04:21,en,
544,1344872066080600065,2021-01-01,05:04:21,en,
545,1344872070925090818,2021-01-01,05:04:22,en,
549,1344872075958382592,2021-01-01,05:04:24,en,
551,1344872076868526081,2021-01-01,05:04:24,en,
552,1344872077598355456,2021-01-01,05:04:24,en,
555,1344872079636664320,2021-01-01,05:04:24,en,
556,1344872084250513409,2021-01-01,05:04:26,en,
557,1344872086188269570,2021-01-01,05:04:26,en,
558,1344872086368620544,2021-01-01,05:04:26,en,
559,1344872086947454978,2021-01-01,05:04:26,en,
560,1344872091863166977,2021-01-01,05:04:27,en,
561,1344872092655788042,2021-01-01,05:04:28,en,
562,1344872093461012482,2021-01-01,05:04:28,en,
564,1344872094878879745,2021-01-01,05:04:28,en,
565,1344872095713378306,2021-01-01,05:04:28,en,
567,1344872098867515394,2021-01-01,05:04:29,en,
568,1344872101124177922,2021-01-01,05:04:30,en,
569,1344872101707194369,2021-01-01,05:04:30,en,
570,1344872102147592196,2021-01-01,05:04:30,en,
571,1344872102491394052,2021-01-01,05:04:30,en,
572,1344872107319160833,2021-01-01,05:04:31,en,
573,1344872108682260485,2021-01-01,05:04:31,en,
577,1344872111878373376,2021-01-01,05:04:32,en,
579,1344872118320832513,2021-01-01,05:04:34,en,
584,1344872122418688000,2021-01-01,05:04:35,en,
585,1344872123903451136,2021-01-01,05:04:35,en,
586,1344872125870567430,2021-01-01,05:04:35,en,US
589,1344872130945511431,2021-01-01,05:04:37,en,
591,1344872138759659520,2021-01-01,05:04:39,en,
592,1344872139124584451,2021-01-01,05:04:39,en,
593,1344872141347545089,2021-01-01,05:04:39,en,
594,1344872141397909505,2021-01-01,05:04:39,en,
595,1344872141838159872,2021-01-01,05:04:39,en,
596,1344872143876542464,2021-01-01,05:04:40,en,
598,1344872146305224705,2021-01-01,05:04:40,en,
601,1344872147907473408,2021-01-01,05:04:41,en,
602,1344872148381421569,2021-01-01,05:04:41,en,
603,1344872150067523588,2021-01-01,05:04:41,en,
604,1344872153636810753,2021-01-01,05:04:42,en,
605,1344872155872280576,2021-01-01,05:04:43,en,
606,1344872158087012359,2021-01-01,05:04:43,en,
607,1344872159441653761,2021-01-01,05:04:43,en,
608,1344872160721039361,2021-01-01,05:04:44,en,
610,1344872163237646338,2021-01-01,05:04:44,en,
611,1344872163409444865,2021-01-01,05:04:44,en,
612,1344872165649354752,2021-01-01,05:04:45,en,
613,1344872166337040384,2021-01-01,05:04:45,en,
615,1344872170409906177,2021-01-01,05:04:46,en,
616,1344872170619592704,2021-01-01,05:04:46,en,
619,1344872171936641024,2021-01-01,05:04:46,en,
620,1344872180937535490,2021-01-01,05:04:49,en,
621,1344872185949683715,2021-01-01,05:04:50,en,
622,1344872186209738754,2021-01-01,05:04:50,en,
624,1344872191284760576,2021-01-01,05:04:51,en,
625,1344872193302224896,2021-01-01,05:04:52,en,
629,1344872209890861059,2021-01-01,05:04:56,en,
630,1344872210033504257,2021-01-01,05:04:56,en,
631,1344872210561957891,2021-01-01,05:04:56,en,
632,1344872210935242755,2021-01-01,05:04:56,en,
633,1344872215196655621,2021-01-01,05:04:57,en,
634,1344872216127631362,2021-01-01,05:04:57,en,
635,1344872216819859458,2021-01-01,05:04:57,en,
636,1344872218270961664,2021-01-01,05:04:58,en,
637,1344872219189653505,2021-01-01,05:04:58,en,
641,1344872222079348737,2021-01-01,05:04:58,en,
642,1344872222775672832,2021-01-01,05:04:59,en,
643,1344872223228657671,2021-01-01,05:04:59,en,
644,1344872224335880192,2021-01-01,05:04:59,en,
645,1344872225573380101,2021-01-01,05:04:59,en,US
646,1344872228085751808,2021-01-01,05:05:00,en,
647,1344872228169498627,2021-01-01,05:05:00,en,
648,1344872228266127361,2021-01-01,05:05:00,en,
650,1344872229851590656,2021-01-01,05:05:00,en,
651,1344872231843885058,2021-01-01,05:05:01,en,
652,1344872232359784450,2021-01-01,05:05:01,en,
653,1344872234184134658,2021-01-01,05:05:01,en,
654,1344872234234605568,2021-01-01,05:05:01,en,
655,1344872234268176390,2021-01-01,05:05:01,en,
656,1344872235048206336,2021-01-01,05:05:02,en,
657,1344872237460021251,2021-01-01,05:05:02,en,
658,1344872238135185408,2021-01-01,05:05:02,en,
659,1344872239821451264,2021-01-01,05:05:03,en,
660,1344872241243287558,2021-01-01,05:05:03,en,
661,1344872242551943170,2021-01-01,05:05:03,en,
662,1344872243453546496,2021-01-01,05:05:04,en,
664,1344872244497899521,2021-01-01,05:05:04,en,
665,1344872244678447104,2021-01-01,05:05:04,en,
666,1344872244682612737,2021-01-01,05:05:04,en,
667,1344872246876262401,2021-01-01,05:05:04,en,
668,1344872248348442627,2021-01-01,05:05:05,en,
669,1344872248692281344,2021-01-01,05:05:05,en,
670,1344872250063904768,2021-01-01,05:05:05,en,
671,1344872252333043715,2021-01-01,05:05:06,en,
672,1344872254983835651,2021-01-01,05:05:06,en,
673,1344872256317616129,2021-01-01,05:05:07,en,
677,1344872261057179654,2021-01-01,05:05:08,en,
678,1344872262801915906,2021-01-01,05:05:08,en,
679,1344872264504905728,2021-01-01,05:05:09,en,
680,1344872265863852032,2021-01-01,05:05:09,en,
681,1344872266723692544,2021-01-01,05:05:09,en,
684,1344872274936143875,2021-01-01,05:05:11,en,
685,1344872275254927361,2021-01-01,05:05:11,en,
686,1344872276903284736,2021-01-01,05:05:11,en,
688,1344872279352610816,2021-01-01,05:05:12,en,
689,1344872279583436801,2021-01-01,05:05:12,en,
690,1344872281898704896,2021-01-01,05:05:13,en,
691,1344872285400932354,2021-01-01,05:05:14,en,
692,1344872287691038720,2021-01-01,05:05:14,en,
693,1344872290618650624,2021-01-01,05:05:15,en,
694,1344872292527067138,2021-01-01,05:05:15,en,
696,1344872293575643136,2021-01-01,05:05:15,en,
697,1344872293965701121,2021-01-01,05:05:16,en,
699,1344872300387082240,2021-01-01,05:05:17,en,
700,1344872301494378496,2021-01-01,05:05:17,en,
701,1344872301637099527,2021-01-01,05:05:17,en,
704,1344872310138941441,2021-01-01,05:05:19,en,
706,1344872313045409793,2021-01-01,05:05:20,en,
707,1344872313091719169,2021-01-01,05:05:20,en,
709,1344872314647818242,2021-01-01,05:05:20,en,
710,1344872315901911041,2021-01-01,05:05:21,en,
713,1344872320138174466,2021-01-01,05:05:22,en,
714,1344872322520506368,2021-01-01,05:05:22,en,
718,1344872324965789696,2021-01-01,05:05:23,en,
719,1344872327201370112,2021-01-01,05:05:23,en,
720,1344872328740491266,2021-01-01,05:05:24,en,
721,1344872334679654401,2021-01-01,05:05:25,en,
724,1344872340027551745,2021-01-01,05:05:27,en,
728,1344872349326168068,2021-01-01,05:05:29,en,
730,1344872349896749058,2021-01-01,05:05:29,en,
734,1344872356880281601,2021-01-01,05:05:31,en,
735,1344872358163701761,2021-01-01,05:05:31,en,US
738,1344872365230968833,2021-01-01,05:05:33,en,
739,1344872366770253824,2021-01-01,05:05:33,en,
741,1344872370532544513,2021-01-01,05:05:34,en,
742,1344872371841335296,2021-01-01,05:05:34,en,
747,1344872381605699584,2021-01-01,05:05:36,en,
748,1344872382037544960,2021-01-01,05:05:37,en,
750,1344872384092921857,2021-01-01,05:05:37,en,
752,1344872384562683907,2021-01-01,05:05:37,en,
754,1344872389822337024,2021-01-01,05:05:38,en,
755,1344872390149419008,2021-01-01,05:05:38,en,
756,1344872396151513098,2021-01-01,05:05:40,en,
757,1344872396273160195,2021-01-01,05:05:40,en,
760,1344872398407913473,2021-01-01,05:05:40,en,
761,1344872403772567553,2021-01-01,05:05:42,en,
762,1344872406108803072,2021-01-01,05:05:42,en,
763,1344872410596696066,2021-01-01,05:05:43,en,
764,1344872412396056578,2021-01-01,05:05:44,en,
765,1344872414468075520,2021-01-01,05:05:44,en,
767,1344872415499841543,2021-01-01,05:05:45,en,
769,1344872416779104256,2021-01-01,05:05:45,en,
